input : 1.000000 ^ 1.000000 => output = 0.058190 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.669934 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.037186 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.677819 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.688990 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.669316 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.037101 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.680814 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.660855 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035807 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.669173 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.677244 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.688437 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.672385 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.652146 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.661056 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035895 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.672990 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.652775 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.034687 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.661522 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.669959 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.037263 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.677818 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.688979 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.035868 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.672807 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.652593 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.661481 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035976 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.669768 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.677809 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.688950 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.669306 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.037205 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.677221 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.688390 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.668729 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.676820 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.038434 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.687852 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.671781 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.651555 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.034591 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.660362 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.668857 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.676919 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.038481 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.687948 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.035782 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.668155 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.676252 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.687469 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.667790 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.675928 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.687145 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.035710 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.667321 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.679017 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.034428 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.658924 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.667478 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.037017 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.679017 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.659057 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.667604 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.675751 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.038361 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.686813 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.667138 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.678820 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.034438 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.658722 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.667308 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.678977 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.034479 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.658888 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035754 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.670891 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.650674 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.659657 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.668186 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.679798 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.034639 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.659745 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.668281 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.676372 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.687543 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.035900 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.667767 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.679404 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.659491 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035931 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.035880 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.671292 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.651105 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.660066 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.672108 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.033520 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.651839 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.660742 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.036126 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.669087 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.680630 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.660758 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.669244 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.680772 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.034884 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.660778 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.672779 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.652659 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.661543 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.036320 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.669835 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.677850 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.038904 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.688756 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.672713 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.033680 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.652472 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.661365 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.669810 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.677826 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.038928 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.688725 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.669169 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.037520 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.677087 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.688171 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.036118 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.671972 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.651843 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.660767 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.669231 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.677296 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.688359 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.036208 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.668661 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.676755 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.687843 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.036136 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.668130 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.679695 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.034834 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.659711 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.671724 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.651618 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.034955 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.660398 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.668900 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.680405 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.660576 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.036307 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.672403 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.033754 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.652199 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.661084 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.673020 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.652957 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035197 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.661689 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.670107 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.678130 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.689119 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.036444 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.669487 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.677520 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.688549 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.036362 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.668889 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.680386 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.660587 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.036379 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.668916 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.680407 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.035063 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.660477 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.668955 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.680440 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.035084 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.660515 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.672449 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.033860 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.652264 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.661167 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.669621 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.681051 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.661281 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.036548 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.669595 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.681023 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.035222 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.661120 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.669586 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.037837 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.677461 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.688469 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.668985 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.680439 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.035154 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.660523 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.036441 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.672307 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.652273 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.661154 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.673041 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.653036 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035369 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.661742 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.670168 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.678187 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.689129 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.036620 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.669532 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.677582 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.039226 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.688395 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.668916 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.676997 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.039135 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.687839 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.668343 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.037723 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.679672 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.659895 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.671823 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.651787 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035239 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.660577 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.669060 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.037862 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.680332 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.660575 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.672468 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.652470 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035362 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.661205 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.673060 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.034124 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.652955 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.661803 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.670226 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.038095 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.678087 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.689009 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.669579 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.677627 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.688568 , expected : 0.000000
